"Texto","Target"
" slutbag shuffle ","objectification"
" pretty much everyone sides acting like 4 year olds stomping foot amp screaming stop get way everything get instantly fixed folks picked man let pick priorities give democrat senate ","non-sexist"
" moses odubajo steals fucking living playing us absolute cretin human high fiving dirty old toy town cunt scoring past us get fuck club backwards bastard ","non-sexist"
" weird first foray political media attacked campaign flack tells ","non-sexist"
" blonde phony dumb ","stereotyping-dominance"
" love throwback clip gangbanged leather bar gets showered attention sure ","non-sexist"
" ladies follow man thinking friend get mind ex lmao ","stereotyping-dominance"
" fact blast social media likely means posing like mfer twitter give shit trade cooking sucking dick feel bad husband get kitchen cook damn food mrs desperate 4 attention ","misogyny-non-sexual-violence"
" pappu call sexist prefer men chase women amp way around kash agreed said animal kingdom mein bhi aisa hee hota hai simple statement says lot ","stereotyping-dominance"
" tell waiting jump woman spew racist tirade thread actually valuable showing white women will completely intentionally disregard racism order claim feminism white defensiveness one hell drug ","ideological-inequality"
" calling gangbang dike whore like wtf lies im whole sister nigga smh ","sexual-violence"
" pretty please deserve themmm ","non-sexist"
" made fun bella one point another new moon anxiety got feeling low key like bella blame anymore ","non-sexist"
" husband going work every day paying bills paying food necessities least vacuum floor cook damn meal enough womans obligation cook clean ","stereotyping-dominance"
" nah think men women boys girls ability distinguish sexes always babies make distinction early ","non-sexist"
" wow look like prostitute guess knew high school dropout got sex industry ","sexual-violence"
" just seeing it dont agree carrying team europa team play seems scoring freely dont want slag nothing team allowed criticism ","non-sexist"
" damnn fuck bad bitch fat pussy poking like swangga ","sexual-violence"
" get buy snappy slogans president play victim role black card ","non-sexist"
" accountability women submissive nigha da hell plus keep funky visual creatures ladies grow seeing mom cater father head household ","stereotyping-dominance"
" worried paying child support various women deadbeat jason ","non-sexist"
" love blonde cute ","non-sexist"
" posted 8 minute pov cock worship foot tease video xxx page get 400 n00ds 6 hours fully explicit video just 4 50 link ","non-sexist"
" think problem seems newer backlash cynical neoliberal pussy hat feminism since mainstream form reacting critiquing rejecting feminism wholesale echoes anti idpol leftists ","ideological-inequality"
" gonna get home smoke fat bowl jerk relieve stress point ","non-sexist"
" love new short skimpy skirt will trick boys thinking something stupid ideas girls wear short skimpy skirts ","stereotyping-dominance"
" fully puckered little cock tease ","objectification"
" men telling men comment sections let fact sexually harassed women effect mental health funny bro want kill ","misogyny-non-sexual-violence"
" last un sounds like slapper ","non-sexist"
" sorry just say put pair oversized jeans small shirt get pair jordan 1s like shit longer style just look like ever bitch like least switch something bitches zero creativity ","misogyny-non-sexual-violence"
" usual willing give someone lot credit good man stephen ","non-sexist"
" comedians arent funnyall women comedians arent funny ","stereotyping-dominance"
" criminal women hide behind feminism amp hate hindus ","ideological-inequality"
" happened skank ","sexual-violence"
" agree men likely talk interrupt say unique men e term mansplain unbelievably stupid know mens experience idea presume understand women experience ","ideological-inequality"
" one glance must drooling open mouth wide wallet wider foot slut time please queen ","sexual-violence"
" prochoice story meghan chose remain pregnant even though safe medical option abort get permission show ultrasound broadcast sexual assault please take ","non-sexist"
" beautiful girljake nosso orgulho ","non-sexist"
" blocked unblocked twitter many times laughable found fb loves try destroy anything say women's sites since feminism right smack middle sadly ","ideological-inequality"
" tbh job tip kind job idc running wheelchair thru security lady kept bringing oh always tip wish tip get tip much like np also saw withdraw 60 atm sooo ","non-sexist"
" good night ","non-sexist"
" epitome hypocrisy cynthia filed charges ex interior minister feminazi stand probably cynthia woman eyes libtardic mindset refuses believe rm thing ","non-sexist"
" imagine great everything people stop playing victim card every chance get ","non-sexist"
" real meme ignores systemic institutionalised actively perpetuating fighting amp telling men shut women speak role women play shutting men way ","ideological-inequality"
" amy klobuchar another feminazi still butt hurt trump beating hillary clinton trump says go left wants go right trump says sky blue insist red just total contrarian obstructionist real reason ","ideological-inequality"
" get ladies available substitute think anyone protesting made available public facing job degree call covid absences taco bell walmart open back ","non-sexist"
" divest community racist hate group disguised women empowerment yall blame black men boys promoting black genocide ","ideological-inequality"
" whether yall wanna bring still people pay car loans rent still pandemic affecting wages ability pay earn money ","non-sexist"
" system responsibility stuff taking blame one orange ","non-sexist"
" just unlocked repressed memory brain ","non-sexist"
" 100 agree go ccs call fans „sensitive liking racist ableist sexist jokes one talked either just seems hypocritical ","non-sexist"
